"field_id","field_name","unit_name","category_name","item_count","priority","notes"
2139,"Age first had sexual intercourse","years","Sexual factors",520813,520813,"ACE touchscreen question ""What was your age when you first had sexual intercourse? (Sexual intercourse includes vaginal, oral or anal intercourse)""<p>The following checks were performed:<ul><li>If answer < 3 then rejected</li><li>If answer > Participants age then rejected</li><li>If answer < 12 then participant asked to confirm</li></ul><p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>Sexual intercourse includes vaginal, oral or anal intercourse.<br>If you are unsure, please provide an estimate or select Do not know.<br></i></td></tr></table>"
2149,"Lifetime number of sexual partners",,"Sexual factors",516000,516000,"ACE touchscreen question ""About how many sexual partners have you had in your lifetime?""<p>The following checks were performed:<ul><li>If answer < 1 then rejected</li><li>If answer > 99997 then rejected</li><li>If answer > 99 then participant asked to confirm</li></ul><p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>Sexual intercourse includes vaginal, oral or anal intercourse.<br>If you are unsure, please provide an estimate or select Do not know.<br></i></td></tr></table><p>~F2149~ was collected from all participants except those who indicated they never had had sexual intercourse, as defined by their answers to ~F2139~"
2217,"Age started wearing glasses or contact lenses",,"Eyesight",507559,507559,"ACE touchscreen question ""What age did you first start to wear glasses or contact lenses?""<p>The following checks were performed:<ul><li>If answer < 1 then rejected</li><li>If answer > Participants age then rejected</li><li>If answer < 4 then participant asked to confirm</li></ul><p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If you are unsure, please provide an estimate or select Do not know.<br></i></td></tr></table><p>~F2217~ was collected from participants who indicated they wear glasses or contact lenses to correct their vision, as defined by their answers to ~F2207~"
2277,"Frequency of solarium/sunlamp use","times/year","Sun exposure",569573,569573,"ACE touchscreen question ""How many times a year would you use a solarium or sunlamp?""<p>The following checks were performed:<ul><li>If answer > 9999 then rejected</li><li>If answer > 400 then participant asked to confirm</li></ul><p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If you are unsure, please provide an estimate or select Do not know.<br></i></td></tr></table>"
2355,"Most recent bowel cancer screening","years","Cancer screening",203453,203453,"ACE touchscreen question ""How many years ago was the most recent one of these tests?""<p>The following checks were performed:<ul><li>If answer < 0 then rejected</li><li>If answer > Participants age - 5 years then rejected</li><li>If answer > 20 then participant asked to confirm</li></ul><p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If you are unsure, please provide an estimate or select Do not know.<br></i></td></tr></table><p>~F2355~ was collected from participants who indicated they have had a screening test for bowel (colorectal) cancer, as indicated by their answers to ~F2345~"
2405,"Number of children fathered",,"Male-specific factors",261785,261785,"ACE touchscreen question ""How many children have you fathered?""<p>The following checks were performed:<ul><li>If answer < 0 then rejected</li><li>If answer > 200 then rejected</li><li>If answer > 15 then participant asked to confirm</li></ul><p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If you are unsure, please provide an estimate or select Do not know.<br></i></td></tr></table>"
2684,"Years since last breast cancer screening / mammogram","years","Female-specific factors",252716,252716,"ACE touchscreen question ""How many years ago was your last screen?""<p>The following checks were performed:<ul><li>If answer < 0 then rejected</li><li>If answer > Participants age - 15 years then rejected</li><li>If answer > 15 then participant asked to confirm</li></ul><p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If you are unsure, please provide an estimate or select Do not know.<br></i></td></tr></table><p>~F2684~ was collected from women who indicated that they had been for a mammogram, as defined by their answers to ~F2674~"
2704,"Years since last cervical smear test","years","Female-specific factors",301814,301814,"ACE touchscreen question ""How many years ago was your last cervical smear test?""<p>The following checks were performed:<ul><li>If answer < 0 then rejected</li><li>If answer > Participants age - 10 years then rejected</li><li>If answer > 15 then participant asked to confirm</li></ul><p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If you are unsure, please provide an estimate or select Do not know.<br></i></td></tr></table><p>~F2704~ was collected from women who indicated that they had had a cervical smear test, as defined by their answers to ~F2694~"
2714,"Age when periods started (menarche)","years","Female-specific factors",309811,309811,"ACE touchscreen question ""How old were you when your periods started?""<p>The following checks were performed:<ul><li>If answer < 5 then rejected</li><li>If answer > Participants age then rejected</li><li>If answer > 25 then rejected</li><li>If answer < 6 then participant asked to confirm</li><li>If answer > 20 then participant asked to confirm</li></ul><p>If the participant activated the Help button they were shown the message:<br><table><tr><td><i>If you are unsure, please provide an estimate or select Do not know.<br></i></td></tr></table>"
2734,"Number of live births","children","Female-specific factors",309809,1309809,"ACE touchscreen question ""How many children have you given birth to? (Please include live births only)""<p>The following checks were performed:<ul><li>If answer < 0 then rejected</li><li>If answer > 25 then rejected</li><li>If answer > 12 then participant asked to confirm</li></ul>"
